"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"376","142.786545800","112.80.248.75","172.20.10.6","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=3880/10255, ttl=53 (request in 375)"
"378","143.811346400","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3881/10511, ttl=53 (request in 377)"
"380","144.797503000","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3882/10767, ttl=53 (request in 379)"
"382","145.826641700","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3883/11023, ttl=53 (request in 381)"
"384","146.851375900","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3884/11279, ttl=53 (request in 383)"
"386","147.862605400","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3885/11535, ttl=53 (request in 385)"
"388","148.877903000","112.80.248.75","172.20.10.6","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=3886/11791, ttl=53 (request in 387)"
"390","149.907627000","112.80.248.75","172.20.10.6","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=3887/12047, ttl=53 (request in 389)"
"392","150.918551400","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3888/12303, ttl=53 (request in 391)"
"394","151.927606200","112.80.248.75","172.20.10.6","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=3889/12559, ttl=53 (request in 393)"
"396","152.947675700","112.80.248.75","172.20.10.6","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=3890/12815, ttl=53 (request in 395)"
"398","153.952036400","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3891/13071, ttl=53 (request in 397)"
"400","154.980628300","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3892/13327, ttl=53 (request in 399)"
"402","155.991696900","112.80.248.75","172.20.10.6","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=3893/13583, ttl=53 (request in 401)"
"404","157.011587200","112.80.248.75","172.20.10.6","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=3894/13839, ttl=53 (request in 403)"
"407","158.023130100","112.80.248.75","172.20.10.6","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=3895/14095, ttl=53 (request in 406)"
"409","159.026647300","112.80.248.75","172.20.10.6","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=3896/14351, ttl=53 (request in 408)"
"411","159.625630000","46:f2:1b:94:13:64","IntelCor_01:f9:af","ARP","94","30 dBm","","","172.20.10.1 is at 46:f2:1b:94:13:64"
"413","160.037959200","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3897/14607, ttl=53 (request in 412)"
"415","161.057796600","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3898/14863, ttl=53 (request in 414)"
"417","162.067677900","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3899/15119, ttl=53 (request in 416)"
"419","163.073247400","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3900/15375, ttl=53 (request in 418)"
"421","164.082675800","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3901/15631, ttl=53 (request in 420)"
"423","165.108123000","112.80.248.75","172.20.10.6","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=3902/15887, ttl=53 (request in 422)"
"425","166.132112600","112.80.248.75","172.20.10.6","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=3903/16143, ttl=53 (request in 424)"
"427","167.141766700","112.80.248.75","172.20.10.6","ICMP","126","29 dBm","","","Echo (ping) reply    id=0x0001, seq=3904/16399, ttl=53 (request in 426)"
"429","168.167690900","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3905/16655, ttl=53 (request in 428)"
"431","169.186758700","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3906/16911, ttl=53 (request in 430)"
"433","170.192660000","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3907/17167, ttl=53 (request in 432)"
"435","171.202827600","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3908/17423, ttl=53 (request in 434)"
"437","172.227788000","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3909/17679, ttl=53 (request in 436)"
"439","173.227886600","112.80.248.75","172.20.10.6","ICMP","126","30 dBm","","","Echo (ping) reply    id=0x0001, seq=3910/17935, ttl=53 (request in 438)"
